onset	duration	trial_type	trial_number	event_code	response_time	response	result
-50.9966947062	n/a	n/a	n/a	1	n/a	n/a	n/a
0.0	0	n/a	n/a	2	50.9966947062	n/a	n/a
0.0120582233	5	090	0	3	n/a	n/a	C:\StimTool\CueReactivity\media\blank.png
10.2551372587	5	001	1	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide023.jpeg
15.4741562974	5	000	2	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide003.jpeg
20.6365558467	5	005	3	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide106.jpeg
25.8484353245	5	102	4	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide047.jpeg
25.8484353245	5	102	4	4	n/a	n/a	n/a
27.2119264537	0	102	4	5	1.36349112924	b	1
31.0626687336	5	004	5	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide091.jpeg
36.2294946844	5	003	6	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedNeutralCues120\Slide082.jpeg
41.403359928	5	009	7	6	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\urge_question_drugs.PNG
45.3583450872	0	009	7	7	3.95498515914	1	n/a
46.4398665882	5	091	8	3	n/a	n/a	C:\StimTool\CueReactivity\media\fixation.png
56.6550367541	5	010	9	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedOpioidCues120\Slide014.jpeg
61.8560067491	5	013	10	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedOpioidCues120\Slide076.jpeg
67.0479830131	5	111	11	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedOpioidCues120\Slide032.jpeg
67.0479830131	5	111	11	4	n/a	n/a	n/a
69.2719819011	0	111	11	5	2.22399888837	b	1
72.2664280761	5	014	12	3	n/a	n/a	C:\StimTool\CueReactivity\media\MethOpioidDatabase\finalcueset\ExtractedOpioidCues120\Slide091.jpeg
